income,race,sex
90000,W,Male
40000,W,Female
39000,W,Female
55000,W,Male
35000,W,Male
102000,W,Female
45000,W,Male
10000,W,Female
35000,B/AA,Female
6900,W,Female
90000,W,Male
60000,W,Male
31000,A/P,Male
53000,W,Male
80000,W,Female
30000,W,Male
9700,W,Female
50000,W,Female
43000,W,Male
30000,W,Female
30000,W,Male
82000,W,Male
67000,W,Male
13500,W,Female
37000,W,Female
72000,W,Female
64000,W,Male
15000,W,Female
20800,W,Male
28000,W,Male
58000,W,Female
25300,W,Female
15000,W,Male
38720,W,Female
56000,W,Male
29000,W,Female
44000,W,Male
65000,W,Female
92000,W,Female
55000,W,Male
3000,W,Male
31000,W,Male
89000,W,Female
21600,W,Female
36000,W,Female
27180,W,Female
100000,W,Male
48000,Multi,Male
40000,W,Male
40000,W,Male
65000,W,Male
120000,W,Male
2600,W,Female
129200,W,Male
22000,W,Female
30000,W,Female
85000,W,Male
70000,W,Female
35000,W,Male
104000,W,Male
28000,W,Female
8200,W,Female
6800,W,Female
67000,W,Female
6000,W,Female
36000,W,Male
35000,W,Male
486000,W,Female
75050,W,Male
140000,W,Female
52000,W,Female
32000,W,Female
65000,B/AA,Male
70000,W,Male
30000,B/AA,Male
60000,W,Male
486000,W,Male
29000,W,Female
35000,A/P,Female
102200,W,Male
22000,W,Male
87000,W,Male
486000,A/P,Male
26400,B/AA,Female
64000,B/AA,Female
121000,W,Male
16600,W,Male
50000,W,Female
107000,W,Female
52000,W,Female
45000,W,Male
38000,W,Female
34000,W,Female
51140,W,Female
12120,W,Female
50000,W,Female
82000,W,Female
30000,W,Female
135000,W,Male
46500,W,Female
32000,W,Male
210000,W,Male
68000,W,Female
125000,W,Male
56000,W,Male
46800,W,Female
20000,W,Female
5900,W,Male
15600,W,Female
42300,W,Male
45600,W,Female
98000,W,Male
65000,W,Male
20000,A/P,Male
8000,W,Female
60000,W,Male
20100,B/AA,Female
38300,W,Male
62000,W,Female
70000,W,Male
58000,W,Female
20000,W,Female
150000,Native Am.,Male
36000,W,Male
24900,W,Female
11000,W,Female
2960,W,Female
48000,W,Male
35000,W,Female
62000,W,Female
53100,W,Male
55000,W,Male
18000,W,Male
5000,W,Female
54000,W,Female
32500,B/AA,Female
7800,W,Female
62000,W,Male
80000,W,Female
60040,W,Female
134000,W,Male
55000,W,Female
10000,W,Female
49000,W,Male
131100,W,Male
40000,W,Female
50000,W,Male
67000,W,Male
80000,W,Male
48700,W,Female
98000,W,Male
81400,W,Male
25000,W,Male
72000,W,Male
32700,W,Male
42000,W,Female
64000,W,Male
40000,W,Male
50000,W,Male
13000,W,Male
85000,W,Male
80000,W,Male
26000,W,Female
28000,W,Female
15000,W,Male
46000,W,Male
21000,W,Male
49300,W,Female
70000,W,Female
18000,W,Female
150000,W,Male
94000,A/P,Female
50000,W,Male
47000,W,Male
25600,W,Male
62000,W,Female
22000,W,Female
60000,W,Female
60000,W,Male
12700,W,Female
70000,W,Male
80000,W,Male
17000,W,Female
36000,W,Female
23000,B/AA,Male
53000,W,Male
80000,W,Female
27400,W,Female
124000,W,Female
30000,W,Male
35000,W,Female
40000,W,Male
50000,B/AA,Female
205000,W,Male
105000,W,Female
43000,W,Female
25700,W,Female
17200,W,Male
40000,W,Male
45000,W,Female
1100,W,Male
56000,W,Female
22000,W,Female
53000,W,Female
75000,W,Male
65000,W,Male
150000,A/P,Female
49000,W,Female
120000,W,Male
120000,W,Male
42000,B/AA,Female
29000,W,Female
38200,W,Female
47000,W,Female
68000,W,Female
29000,W,Male
60000,W,Female
210000,W,Male
65000,W,Female
31000,W,Female
60000,W,Male
68000,W,Male
10000,W,Female
61000,W,Female
120000,W,Male
26000,W,Female
31000,W,Female
48300,W,Female
65000,W,Female
66000,W,Male
34000,W,Male
34000,W,Male
17400,B/AA,Female
36000,W,Male
186396,W,Male
66000,W,Male
67000,W,Male
64040,W,Female
98000,W,Male
66000,W,Male
50000,W,Female
46800,W,Female
16000,W,Male
45000,W,Female
50000,W,Female
35000,B/AA,Male
17600,W,Female
25000,B/AA,Female
100000,B/AA,Male
12000,B/AA,Female
65000,W,Male
28600,W,Female
35000,W,Female
51000,W,Male
421000,W,Male
90000,W,Male
9000,W,Female
200000,W,Female
13300,W,Female
10000,B/AA,Female
60000,W,Female
47000,W,Female
33000,Multi,Female
28300,W,Female
54000,W,Male
30000,B/AA,Female
46000,W,Male
32000,W,Female
23500,W,Female
45000,B/AA,Female
62200,B/AA,Male
21000,W,Male
76800,W,Male
321000,W,Male
40000,W,Male
60000,W,Female
50000,W,Male
21400,B/AA,Female
30000,B/AA,Male
45000,W,Female
25000,W,Male
60000,W,Female
40000,W,Male
25000,W,Female
59000,B/AA,Male
19200,B/AA,Male
20000,W,Female
1300,W,Female
219000,W,Male
60000,W,Male
50000,W,Male
42000,W,Male
52000,W,Male
67400,W,Female
35780,W,Male
35200,B/AA,Male
5000,W,Male
4000,W,Female
57000,W,Male
19000,W,Female
72000,W,Female
32000,W,Male
25000,B/AA,Male
50000,W,Female
110000,W,Female
95000,W,Female
100000,W,Male
77000,W,Female
30000,W,Male
28600,W,Male
25000,W,Female
421000,W,Male
75000,W,Female
70000,B/AA,Female
28000,W,Female
45000,B/AA,Male
11000,W,Male
102000,W,Female
20000,W,Male
171000,B/AA,Male
35000,W,Male
50000,W,Male
35000,B/AA,Female
20000,W,Female
8500,W,Female
62000,W,Male
20000,B/AA,Male
28000,W,Female
67000,W,Male
60360,W,Male
58000,B/AA,Female
14400,B/AA,Female
800,B/AA,Male
10700,W,Female
38000,W,Female
60000,B/AA,Female
44100,B/AA,Female
60000,W,Male
24000,B/AA,Female
94000,W,Male
50000,W,Female
13200,W,Female
29000,W,Male
28000,B/AA,Female
135000,W,Female
25000,B/AA,Male
60000,W,Male
28000,W,Female
28000,Multi,Male
32600,W,Male
43300,W,Female
27300,B/AA,Female
42000,W,Male
6500,W,Female
11000,W,Male
25000,W,Female
28120,W,Female
29000,W,Female
80000,W,Male
20000,W,Female
60000,W,Male
99000,W,Female
39000,W,Male
60000,W,Female
40000,W,Female
40000,W,Female
32000,W,Male
25800,W,Female
20000,W,Male
3000,Native Am.,Male
29000,W,Female
28000,W,Female
60000,W,Female
17000,W,Male
18000,W,Female
25000,W,Female
42100,W,Male
46000,Native Am.,Male
10000,W,Female
50000,W,Female
52000,W,Male
78000,W,Male
19000,W,Female
7500,W,Female
16000,B/AA,Male
25000,W,Female
55000,W,Male
4000,B/AA,Female
62300,W,Male
31600,W,Female
19800,W,Female
183000,W,Female
36000,W,Male
85000,B/AA,Female
62000,Multi,Male
60000,Multi,Male
30000,W,Female
25000,W,Female
38400,W,Female
27000,B/AA,Female
35000,W,Female
26500,W,Male
63000,W,Male
45000,W,Male
29000,W,Female
12000,W,Female
63100,W,Male
50000,W,Male
65000,W,Male
71000,W,Female
21000,W,Male
37000,W,Male
45000,W,Male
40000,W,Male
10000,W,Female
38000,W,Male
20000,W,Male
60000,W,Female
40000,W,Female
115000,W,Female
60000,W,Male
47350,W,Male
100000,W,Male
17000,W,Female
120000,W,Male
25400,W,Male
30000,W,Male
16900,W,Male
85000,W,Male
4500,W,Female
105000,B/AA,Male
41400,W,Female
18000,B/AA,Male
20400,W,Female
24000,W,Female
55000,W,Female
45000,W,Male
50000,W,Male
60000,W,Male
51000,W,Male
22500,W,Male
32200,W,Male
50000,W,Male
10400,W,Female
30000,W,Male
2600,Multi,Female
49000,W,Female
282000,W,Male
17000,W,Female
100000,W,Male
40000,W,Female
14000,W,Female
24300,B/AA,Female
35000,W,Female
26000,W,Female
60000,W,Female
38000,W,Male
143000,B/AA,Female
32000,W,Male
60000,W,Female
40000,W,Female
86000,W,Male
35000,W,Male
51000,W,Female
42000,W,Male
50000,W,Male
39000,W,Female
63800,B/AA,Female
40000,W,Female
35000,B/AA,Female
22000,W,Male
10000,W,Female
48000,W,Male
13000,W,Female
50500,W,Male
34000,W,Female
12000,W,Female
55000,W,Female
55000,B/AA,Female
18000,W,Male
18000,W,Male
25000,W,Female
98000,W,Female
17000,W,Female
24000,W,Male
73000,W,Male
282000,W,Male
36000,A/P,Female
46000,Multi,Male
35000,W,Female
81500,W,Male
25000,W,Female
84000,W,Male
36000,W,Male
22600,W,Female
41400,W,Female
20000,B/AA,Male
35000,W,Male
7000,W,Male
75000,W,Female
25000,W,Male
39000,W,Female
41000,W,Female
28000,W,Male
12000,W,Male
200,W,Male
36000,W,Female
85000,W,Female
43000,W,Male
72000,W,Male
40000,W,Male
28000,W,Female
440000,W,Male
40000,W,Female
82000,W,Male
45000,W,Male
22900,W,Male
68000,B/AA,Female
27000,W,Female
162000,W,Male
72000,B/AA,Female
35000,W,Male
440000,W,Male
22000,W,Female
47000,B/AA,Male
24000,W,Female
25000,W,Female
67000,W,Female
80000,A/P,Male
6600,W,Male
15000,W,Female
60000,W,Male
65000,W,Female
30000,W,Female
50000,W,Male
150000,W,Male
25000,W,Female
12000,B/AA,Female
46900,W,Female
18000,W,Female
80000,W,Male
83030,W,Male
9700,B/AA,Male
44000,W,Male
68000,A/P,Male
29100,W,Female
35000,Multi,Male
56000,W,Male
36500,W,Female
55000,W,Female
25080,W,Female
40000,W,Female
75000,W,Female
7000,B/AA,Female
31000,W,Male
60000,W,Male
34000,B/AA,Female
70000,W,Female
181000,W,Male
68000,W,Female
1500,B/AA,Female
38400,W,Female
25000,W,Female
24000,W,Female
43200,W,Female
44900,W,Female
30000,W,Female
24900,W,Female
443000,W,Male
34900,W,Male
440000,Multi,Male
67000,W,Male
16500,W,Female
24000,W,Male
30000,W,Male
135010,A/P,Male
5500,W,Female
21000,A/P,Female
15000,A/P,Male
18400,W,Female
18400,W,Female
43000,B/AA,Female
28000,W,Female
25000,W,Male
102700,W,Female
468000,W,Female
32000,W,Male
19000,W,Male
55000,W,Male
27000,W,Female
35000,A/P,Female
50000,W,Female
85000,W,Male
8000,W,Male
180000,A/P,Male
75500,W,Female
85000,W,Male
9600,W,Female
100000,W,Male
14400,W,Female
172000,W,Male
7800,W,Male
60000,B/AA,Male
468000,W,Female
468000,W,Male
97200,B/AA,Male
75000,W,Female
20000,W,Female
26000,W,Female
36000,W,Male
10000,B/AA,Male
19500,W,Female
20400,W,Male
36000,W,Male
193000,W,Male
89000,W,Female
70000,W,Female
30000,Multi,Female
27700,B/AA,Male
100000,Native Am.,Male
24000,W,Male
48500,W,Male
45000,W,Male
18000,Multi,Male
9300,W,Female
34000,W,Female
15000,W,Male
46500,B/AA,Female
101000,W,Female
2800,B/AA,Male
42000,W,Male
70000,W,Male
128200,W,Male
40000,W,Male
80000,W,Male
12000,W,Female
200000,Multi,Male
30000,W,Female
78000,W,Female
55600,W,Male
50000,W,Male
18000,W,Male
600,A/P,Female
36800,W,Male
32000,W,Male
75000,W,Male
80000,W,Male
78000,W,Male
45000,W,Male
54000,W,Female
54000,W,Female
50000,W,Female
50000,B/AA,Female
200000,W,Male
45000,W,Male
25000,B/AA,Female
135000,W,Female
83000,A/P,Female
52000,B/AA,Female
12300,W,Female
10400,W,Female
20000,W,Female
87000,W,Male
21000,W,Female
135000,W,Male
40000,W,Male
37000,W,Female
29200,W,Female
75000,W,Male
44600,B/AA,Male
468000,W,Male
200000,W,Male
61000,W,Male
552000,W,Male
120000,B/AA,Female
28000,W,Male
30000,W,Male
50000,W,Female
20000,B/AA,Female
30000,W,Male
19000,W,Female
2000,W,Female
46000,W,Male
476000,B/AA,Male
45000,B/AA,Female
20000,B/AA,Male
50000,W,Male
34000,W,Female
24500,W,Female
19000,W,Male
26300,B/AA,Female
75000,W,Male
58000,B/AA,Female
90000,W,Female
24000,B/AA,Male
40000,B/AA,Female
12000,W,Female
42800,W,Male
24000,W,Male
40000,W,Female
40000,W,Male
25000,W,Female
140000,W,Male
130010,W,Female
21000,Multi,Male
34000,W,Male
31200,W,Male
38000,W,Male
80000,W,Male
24000,W,Female
58000,W,Female
70000,W,Male
85000,W,Male
120000,W,Female
1200,W,Female
25200,B/AA,Male
60000,W,Male
13300,W,Male
70000,W,Male
98000,W,Female
99300,W,Male
16000,W,Female
28000,W,Male
22200,W,Female
52000,W,Female
15600,W,Female
21000,W,Female
97000,W,Female
100000,W,Male
97000,W,Male
12500,W,Female
4,W,Female
115000,W,Female
50000,W,Female
22800,A/P,Female
65000,W,Female
23000,W,Male
53000,W,Male
47000,W,Male
38000,B/AA,Male
21800,W,Female
26000,W,Female
15600,Multi,Male
47400,W,Female
14000,W,Male
35000,W,Female
28000,W,Female
64900,W,Female
29500,W,Male
36000,W,Female
50000,W,Female
68600,W,Female
62000,W,Female
35500,W,Female
20000,B/AA,Female
23000,W,Male
21000,W,Male
70000,B/AA,Female
120000,W,Female
50000,B/AA,Female
68000,W,Female
64000,W,Female
136000,W,Male
40000,W,Female
30000,A/P,Female
65000,W,Female
20800,W,Male
61000,W,Male
75000,W,Male
35000,W,Female
60000,W,Female
72000,W,Male
46000,A/P,Female
4000,W,Female
120240,A/P,Male
51900,W,Male
65000,W,Female
55000,W,Female
111000,W,Female
40000,W,Male
150000,W,Male
10000,B/AA,Female
29000,W,Female
55200,W,Female
51000,B/AA,Female
25040,W,Female
70000,W,Male
83000,A/P,Male
80000,W,Female
31000,W,Female
50000,W,Female
8000,W,Male
5000,B/AA,Female
45000,W,Female
18900,W,Male
100000,W,Male
70000,W,Male
24000,W,Male
68000,W,Male
6800,W,Male
45000,W,Female
56000,W,Male
60000,B/AA,Male
20000,W,Female
12000,W,Male
42150,W,Male
7200,W,Female
710,W,Female
55000,W,Male
51200,W,Male
85000,W,Male
24000,W,Male
55000,W,Male
48000,B/AA,Male
40000,W,Male
30000,W,Male
16000,Multi,Male
12000,B/AA,Female
66000,B/AA,Female
52200,W,Female
30000,W,Male
65000,A/P,Female
65000,A/P,Male
24500,W,Female
125000,Multi,Male
62020,W,Female
135000,W,Male
70000,B/AA,Female
22800,W,Female
21600,A/P,Male
12000,A/P,Female
45000,B/AA,Female
36000,W,Male
12000,W,Female
54000,W,Male
56000,W,Female
70000,W,Female
95000,W,Female
55000,W,Male
30480,W,Female
115000,Multi,Male
65000,Native Am.,Female
95100,W,Female
53000,W,Male
56000,W,Male
70000,W,Male
93000,W,Male
65000,W,Male
80000,W,Male
890000,W,Male
60000,W,Female
59000,W,Male
192000,W,Female
59000,W,Female
28000,W,Female
19200,W,Male
77000,W,Female
23000,W,Male
23000,B/AA,Female
21700,B/AA,Female
17000,W,Male
15000,W,Female
7200,W,Female
81600,W,Female
34000,W,Male
30000,W,Male
130000,W,Male
60000,W,Male
55050,W,Male
46500,W,Male
51000,W,Female
26900,B/AA,Female
100000,W,Female
19200,W,Male
66000,W,Female
92000,W,Male
26300,W,Female
60000,B/AA,Male
30000,B/AA,Female
34200,W,Female
14800,W,Female
533000,W,Female
21000,W,Female
36000,W,Male
55000,W,Female
6290,W,Female
58000,W,Male
39800,W,Male
25000,W,Female
60000,W,Male
80000,W,Male
35000,B/AA,Male
45000,W,Female
105340,W,Male
45000,W,Male
5800,W,Female
50000,W,Female
64000,A/P,Female
60000,W,Male
60000,W,Male
31000,B/AA,Female
3600,W,Female
90000,W,Female
348000,W,Male
30000,B/AA,Male
30920,W,Female
35000,W,Male
55000,W,Male
40000,W,Male
35000,B/AA,Female
32000,W,Male
25000,W,Female
109000,W,Male
65000,W,Male
20000,B/AA,Female
85000,W,Female
54000,W,Female
75000,B/AA,Male
20000,W,Male
100000,W,Male
45000,W,Male
469000,W,Male
25000,W,Male
30000,W,Female
83400,W,Male
90200,W,Female
20000,W,Female
60000,W,Male
38000,W,Female
103500,W,Male
77000,W,Female
51000,W,Female
3000,W,Male
81000,B/AA,Male
48000,Multi,Female
60000,W,Male
15000,W,Male
57000,W,Male
48000,W,Female
35000,A/P,Male
45000,W,Male
600,W,Female
99000,W,Male
30000,W,Male
54000,W,Male
53400,W,Male
52000,W,Female
62000,Multi,Female
10000,W,Male
77000,W,Female
30000,W,Male
65000,W,Male
54400,Native Am.,Male
52000,B/AA,Female
45000,W,Male
69000,W,Female
135000,W,Male
65000,Multi,Female
65000,Native Am.,Male
34800,W,Female
20000,A/P,Female
80000,W,Female
50000,W,Female
84000,W,Male
20000,W,Female
90000,W,Female
16000,A/P,Female
18100,W,Female
100000,W,Female
2500,W,Female
18000,W,Female
24000,W,Male
20000,B/AA,Female
22000,A/P,Female
48000,W,Male
31000,Multi,Female
18000,W,Male
14500,W,Male
60000,W,Male
23000,B/AA,Female
270000,W,Male
15000,W,Female
100000,A/P,Male
40000,W,Female
20000,W,Male
40000,W,Female
27000,W,Male
34000,W,Male
47300,W,Male
42000,W,Female
16800,W,Male
8000,W,Female
45000,W,Female
75000,B/AA,Male
41500,W,Female
10000,W,Female
104020,W,Male
5500,W,Female
30000,A/P,Male
90000,A/P,Male
32000,B/AA,Male
558200,W,Male
1500,A/P,Female
115000,W,Female
40000,W,Male
20000,W,Female
10000,W,Male
54000,A/P,Male
25000,W,Male
18000,W,Female
28000,W,Male
71000,W,Female
136000,W,Female
40000,A/P,Male
32500,W,Female
137000,W,Male
56000,B/AA,Female
52000,W,Male
42000,W,Female
70250,W,Female
35000,W,Male
20000,W,Female
120000,W,Male
180000,W,Male
15000,W,Female
56000,W,Female
56000,W,Male
40000,W,Male
68000,W,Male
30000,W,Female
65000,W,Male
16000,W,Female
23000,W,Female
4700,W,Female
19000,Multi,Female
2800,B/AA,Female
24000,W,Female
100000,W,Female
48000,B/AA,Female
468000,W,Male
65000,W,Male
57000,W,Male
25000,W,Male
100000,W,Male
22700,W,Female
130000,W,Female
470000,W,Female
35000,W,Male
75000,W,Male
44000,W,Female
10000,W,Female
80000,W,Male
75000,W,Female
40000,W,Male
68000,W,Female
102000,B/AA,Male
38000,Multi,Female
4500,W,Female
50000,A/P,Male
55000,W,Female
40000,B/AA,Male
38000,W,Male
5000,B/AA,Female
138300,B/AA,Male
30000,W,Female
20900,W,Female
75000,W,Female
52000,W,Male
45800,W,Male
60000,W,Male
36300,B/AA,Female
105000,W,Male
20000,A/P,Female
10500,W,Male
80000,B/AA,Male
23000,W,Male
48200,W,Male
100000,B/AA,Female
20000,W,Female
15000,W,Female
11000,W,Female
22000,W,Female
16600,W,Male
65000,W,Male
90000,W,Female
200000,W,Male
140000,W,Male
50000,W,Male
6500,W,Female
4000,W,Female
40000,W,Male
125000,W,Male
18000,Multi,Female
163000,A/P,Male
24000,A/P,Male
57000,B/AA,Female
80000,W,Male
7200,W,Male
85000,W,Female
30000,W,Male
33000,W,Male
67300,W,Male
15000,W,Female
5000,W,Female
30000,B/AA,Female
95000,W,Male
25000,B/AA,Male
40000,A/P,Female
5000,W,Female
41600,W,Male
76000,B/AA,Female
24000,W,Female
31200,W,Female
45000,B/AA,Male
42000,W,Male
35000,W,Male
50000,W,Male
23000,W,Female
44000,B/AA,Male
40000,W,Male
33000,B/AA,Male
55000,W,Female
50000,A/P,Female
45000,W,Female
49000,B/AA,Male
57030,W,Male
16000,W,Female
68000,W,Female
73000,W,Female
70000,W,Male
76000,W,Male
2400,A/P,Male
130030,W,Male
473000,W,Male
24000,W,Male
12900,W,Female
30000,B/AA,Female
47300,W,Female
59800,W,Male
22000,W,Male
33600,W,Male
45800,W,Female
92000,W,Male
26900,W,Female
42000,W,Male
115000,A/P,Male
37000,W,Female
26000,B/AA,Male
38000,W,Male
25000,W,Male
50000,W,Male
60000,W,Female
17400,A/P,Female
48000,W,Male
50000,W,Male
50000,W,Female
164110,A/P,Male
40000,W,Male
5000,W,Male
49400,W,Male
500,A/P,Female
89600,W,Male
17000,W,Female
30000,B/AA,Male
348000,W,Female
24000,W,Female
28000,Multi,Female
26500,W,Female
10000,A/P,Male
26000,W,Male
189000,W,Female
40000,W,Male
14000,W,Female
24000,W,Male
30000,W,Male
35000,W,Female
69000,W,Female
86000,W,Male
100000,W,Female
65000,W,Male
76000,W,Male
49000,W,Male
20700,B/AA,Male
145000,W,Male
90300,W,Female
102000,W,Female
46000,B/AA,Male
24000,W,Female
88000,W,Female
50000,W,Male
155200,W,Male
50000,W,Female
16000,W,Female
12100,W,Female
59000,W,Female
60000,W,Male
84000,B/AA,Female
30000,W,Female
240000,W,Male
26000,W,Male
60000,W,Male
28000,A/P,Male
25000,B/AA,Female
36000,W,Male
25300,W,Male
85000,W,Male
60000,W,Male
150000,W,Male
8000,W,Female
469000,A/P,Male
16000,W,Female
32000,W,Male
108000,W,Male
90000,W,Male
30000,A/P,Female
128000,A/P,Male
150000,W,Male
10600,W,Female
18000,W,Female
30000,W,Male
60000,B/AA,Male
40000,W,Male
4800,W,Female
100000,W,Male
31000,W,Male
18000,W,Male
24000,W,Female
105000,W,Female
98000,A/P,Female
82400,W,Female
32000,W,Female
20000,W,Female
12000,B/AA,Female
58000,W,Female
9000,B/AA,Male
15000,W,Female
62000,W,Male
50000,W,Female
149000,W,Male
20000,A/P,Female
105000,W,Male
54000,W,Male
247000,W,Male
35000,W,Male
14000,B/AA,Male
93400,W,Male
110500,A/P,Female
23000,B/AA,Female
85730,A/P,Male
65000,W,Male
52000,W,Male
1700,W,Male
30000,W,Male
30000,W,Female
28000,B/AA,Male
42000,Multi,Male
56000,B/AA,Male
28000,W,Male
1500,W,Male
62050,W,Male
82000,W,Male
10000,W,Male
65000,W,Female
40000,A/P,Male
75000,W,Female
46000,W,Female
52000,W,Female
12000,W,Male
32500,W,Male
60000,Native Am.,Female
145300,W,Male
11200,W,Female
40000,B/AA,Male
60000,B/AA,Male
46000,W,Male
48120,A/P,Female
30500,W,Male
250000,W,Male
9600,W,Male
130000,W,Male
40000,W,Male
8400,W,Male
52000,W,Male
3000,Native Am.,Female
18000,W,Female
48000,W,Female
95500,W,Male
130000,W,Male
90000,W,Male
40000,W,Male
75000,A/P,Male
50000,W,Female
22100,Multi,Female
25000,B/AA,Male
23000,W,Male
58000,W,Male
8000,W,Female
-1200,W,Female
9600,B/AA,Female
33500,W,Female
60000,W,Female
4500,W,Female
20000,W,Female
45000,W,Male
40000,W,Male
221000,W,Male
25000,W,Male
33300,W,Female
24000,W,Male
35000,W,Male
56000,W,Male
138700,W,Male
70000,Native Am.,Male
14300,W,Male
70000,W,Female
150000,W,Male
48000,W,Female
58000,W,Male
80000,W,Female
81000,W,Male
46000,B/AA,Male
96000,W,Male
40000,W,Male
69000,W,Male
80000,W,Male
45000,W,Male
180700,W,Female
26000,W,Female
5000,W,Female
18000,W,Female
69000,W,Male
5000,Native Am.,Female
143130,W,Male
30000,W,Female
52000,W,Female
83000,W,Male
35000,W,Male
34000,A/P,Male
103000,W,Male
12000,Native Am.,Male
40000,W,Male
44000,W,Female
14900,W,Female
29000,W,Male
8000,W,Female
24500,W,Female
13800,W,Female
145000,W,Male
37300,W,Male
30000,W,Male
65000,W,Male
45000,W,Female
80000,W,Female
100000,W,Male
28000,A/P,Female
81000,A/P,Female
57000,W,Male
45100,W,Female
45000,W,Female
61000,W,Female
5000,Native Am.,Female
3000,W,Female
100000,W,Female
399000,W,Female
56000,W,Male
57000,W,Female
6000,W,Female
18000,W,Female
120000,W,Female
30000,W,Female
155000,W,Male
22000,W,Female
70200,W,Male
420000,W,Male
40000,W,Female
220000,W,Male
54000,W,Female
20000,W,Male
10100,W,Male
246000,W,Female
37000,W,Female
420000,W,Female
420000,W,Male
40000,W,Male
75000,W,Male
38000,W,Female
39000,W,Male
60000,W,Female
15000,W,Female
20000,W,Female
40000,A/P,Female
20000,B/AA,Male
6500,A/P,Male
32000,W,Female
20000,W,Female
39000,W,Male
51800,W,Female
62000,A/P,Female
70000,W,Female
35000,W,Male
43000,W,Female
100000,W,Female
20000,W,Female
120000,W,Male
8000,W,Female
40000,W,Female
105000,W,Male
64040,W,Male
36000,W,Male
50000,W,Female
39000,W,Female
9800,W,Female
505000,W,Female
7100,W,Female
120000,A/P,Female
20000,W,Male
18000,W,Male
165100,W,Male
60000,W,Male
100000,W,Male
95000,W,Male
8800,W,Male
101000,W,Female
72000,A/P,Male
1000,A/P,Male
62000,W,Female
54000,W,Female
80100,W,Female
39020,W,Male
50000,W,Male
40000,W,Male
7200,W,Female
28000,W,Male
74800,W,Male
7500,W,Male
170110,W,Male
95000,W,Male
227900,Multi,Male
287000,W,Female
55000,W,Male
64000,B/AA,Male
26000,A/P,Female
16000,W,Male
117000,W,Female
500000,W,Male
85000,W,Female
70000,W,Female
45600,W,Female
32000,B/AA,Female
16000,A/P,Female
36500,B/AA,Female
40000,B/AA,Female
15500,W,Female
57000,W,Female
60000,W,Female
42000,W,Male
40000,W,Female
51000,B/AA,Male
30000,W,Male
75000,B/AA,Male
50000,W,Male
110000,W,Male
78260,W,Male
12000,W,Female
60000,W,Male
36600,W,Female
36000,W,Female
55000,W,Female
84200,W,Male
106180,B/AA,Female
70000,W,Male
106390,W,Female
4300,W,Female
87000,W,Female
113000,W,Male
75000,W,Male
180000,W,Female
33000,W,Female
39000,W,Male
170000,W,Female
105100,W,Male
65000,W,Female
10400,W,Male
78000,W,Male
131100,W,Male
72500,W,Female
36000,W,Male
65600,W,Male
15600,W,Female
33000,B/AA,Female
12500,B/AA,Female
62000,W,Female
130000,W,Male
22800,B/AA,Female
56000,A/P,Male
180000,Multi,Male
25000,W,Female
12010,A/P,Male
32000,B/AA,Female
43000,W,Male
25000,B/AA,Male
138100,W,Male
85000,W,Male
82030,W,Male
75100,W,Male
51000,W,Male
10200,W,Male
140000,W,Female
26000,B/AA,Female
77200,W,Male
95000,A/P,Female
39000,W,Female
500000,W,Male
40000,W,Male
167000,W,Male
27700,W,Female
56000,Multi,Female
25000,B/AA,Female
44000,W,Male
23000,B/AA,Female
85000,W,Male
67100,W,Male
64000,W,Female
13000,W,Female
80000,W,Male
19000,W,Female
49000,W,Female
2600,A/P,Female
26130,W,Female
55000,W,Male
10000,B/AA,Female
65000,B/AA,Male
70000,W,Male
52000,W,Female
65000,W,Male
52000,A/P,Female
280000,W,Male
164000,W,Male
49100,W,Female
38000,B/AA,Male
97270,W,Male
73000,W,Male
35000,W,Male
55000,W,Male
152000,B/AA,Male
25000,Multi,Female
60600,W,Male
62000,W,Male
65000,W,Female
19000,B/AA,Male
80000,B/AA,Male
60000,W,Male
30000,W,Male
40000,W,Female
100000,W,Male
40000,A/P,Female
159000,W,Male
48000,W,Female
65000,W,Female
200000,W,Male
40000,W,Male
120980,W,Male
141600,Multi,Male
33000,B/AA,Female
80000,W,Female
157300,W,Male
45500,B/AA,Male
96050,B/AA,Male
30000,W,Female
45000,W,Female
18200,W,Female
62000,W,Female
40000,W,Male
16500,W,Male
501000,W,Male
72000,W,Male
64050,W,Male
60000,W,Female
102000,W,Male
18400,A/P,Female
90000,W,Female
56000,B/AA,Male
25000,W,Female
140000,W,Male
173000,W,Male
27000,W,Male
139140,W,Male
40010,W,Male
130000,W,Male
75000,W,Male
115000,W,Male
105000,W,Female
14500,A/P,Female
161000,B/AA,Male
59000,B/AA,Female
20000,W,Male
3100,W,Male
186720,W,Male
50000,W,Male
65010,W,Male
5700,W,Male
58100,W,Female
53000,W,Female
221000,W,Male
78000,A/P,Male
70040,A/P,Male
125000,W,Female
40000,A/P,Female
49000,W,Male
103000,B/AA,Female
31000,W,Female
80000,W,Female
76000,W,Male
45500,W,Male
30000,W,Female
220000,W,Female
28100,W,Female
97000,W,Male
131500,W,Female
14000,W,Female
31200,Multi,Female
75000,W,Female
62000,B/AA,Female
100000,A/P,Female
110000,A/P,Male
12000,W,Female
52030,W,Male
66500,W,Female
33000,B/AA,Male
78200,W,Female
67600,B/AA,Female
38000,Multi,Female
201000,B/AA,Male
11000,W,Male
35000,W,Female
110000,W,Male
200000,W,Male
8000,A/P,Female
110600,W,Female
29100,W,Male
54000,W,Female
29700,W,Female
41030,W,Female
44000,W,Female
11000,W,Female
70000,W,Male
